tau_1 (Nm),tau_2 (Nm),tau_3 (Nm),tau_4 (Nm),tau_5(Nm),tau_6(Nm),tau_7(Nm)
-0.19060397747023058,0.8564892403805656,-0.23516249547256537,-1.8523392862907693,0.22568087020482572,-0.48238661971264646,-0.12940342992978468
-0.19286590572822015,0.8458519606453452,-0.23348919247791639,-1.8513965615664103,0.22463985683633955,-0.4826408811452289,-0.13044094820456253
-0.18996774136659753,0.8653399203196384,-0.23589836218011645,-1.8580166582658806,0.22436017132950664,-0.48508806855155684,-0.1285303583602544
-0.18650768323950256,0.8356815322004478,-0.2292460668326729,-1.843116856782654,0.22592173163867854,-0.4814033531519736,-0.12792064606206274
-0.1855138074083476,0.8354930449374226,-0.23240877640731047,-1.8388659148501283,0.2252860445453353,-0.4825346400815789,-0.1291291177210307
-0.1792149899318667,0.8347301803059752,-0.22581897283544058,-1.8446685261277858,0.22609361738877898,-0.48206369461943743,-0.12757514829662833
-0.18044635583191887,0.8299351138781945,-0.21919742603349573,-1.845610616740422,0.2266755540243248,-0.48323412730922355,-0.130430940569582
-0.1898241769893348,0.8329069141411929,-0.23316708038087222,-1.8339656800962194,0.2257718766763525,-0.47949083925235714,-0.12797711891114275
-0.18595522785054666,0.8561824177674074,-0.23517442117164328,-1.8564643059187906,0.22640220475099254,-0.48228051162396574,-0.12860339760769882
-0.19472514242245548,0.8426829293059233,-0.2440020101732454,-1.8411294948413972,0.22469369286740598,-0.4820422116278929,-0.1278318392810718
-0.18375788263092172,0.8295563792064174,-0.23524589500247597,-1.8358687431612923,0.22414737073919752,-0.4820655964480375,-0.1276298940336846
-0.17904658912609908,0.8108311955355156,-0.23707217006250567,-1.8239919702442982,0.22567406056139658,-0.48150058630269527,-0.12742812894586875
-0.17903180516716924,0.8449742602992293,-0.23523372816290392,-1.8503125510142533,0.2245005306719309,-0.48162664220487694,-0.12853019693611145
-0.184583019285555,0.8501274467113957,-0.23422500316993342,-1.8470247660351755,0.22689140501473867,-0.481954270947127,-0.12828402772150801
-0.1964111006654041,0.870475959071329,-0.24660553393735796,-1.8596334882959826,0.22290870397817336,-0.48306558991699694,-0.13011350756893805
-0.1829910840832822,0.8343087510149978,-0.23456643893452378,-1.8413666840750083,0.22528965804092846,-0.48188707049152857,-0.12905333614422515
-0.18431823179031417,0.8303236987710882,-0.23160360892063708,-1.83543302925089,0.22731174139063035,-0.48237713698988904,-0.12893736355148858
-0.18765780636710352,0.8472368964632296,-0.23196712290767119,-1.8439571046266139,0.2280393109107199,-0.4809068702527235,-0.12947422436351866
-0.1776732596154436,0.8654198655273675,-0.22437443786150285,-1.8576988364890743,0.2260786444291369,-0.483734680961887,-0.12537889558954024
-0.18949985506611836,0.836890456802905,-0.228703449255196,-1.845171003497996,0.22580235715072908,-0.4824349146396252,-0.12694263385464424
-0.19394381755419393,0.8052873738365215,-0.24539664933269598,-1.8254578988615258,0.22436086981896408,-0.4810439635835713,-0.12358741857650266
-0.18427132777021077,0.8482232142749644,-0.23690012803237026,-1.8555234600611994,0.22323611731624765,-0.4841335740018876,-0.12813732398896593
-0.1784586000204182,0.8378028897893679,-0.22688394513876609,-1.8446104425411562,0.22619439504427577,-0.4827518216448028,-0.12803782656585042
-0.18629484549428582,0.81483511502722,-0.23281726165253708,-1.8294162764733415,0.2252625190701064,-0.48122133956259255,-0.12800167573713628
-0.18223267170574456,0.8555227961559562,-0.2335266936200384,-1.8573389984564428,0.22528023717605072,-0.4839891797997497,-0.1290168807211624
-0.18753899290355072,0.8196504178824593,-0.23352595024284206,-1.845494081937525,0.22755428023474658,-0.483128037488368,-0.12923732153466386
-0.18371387031858966,0.8284072591077829,-0.241184185526423,-1.838528177068546,0.22661300593141462,-0.483694321730865,-0.13041334273299168
-0.18252883370657016,0.8653476096403594,-0.2354042648906936,-1.8448154168383168,0.224934549078394,-0.4829735877692764,-0.1279706179764917
-0.18807587859960076,0.8132943542841133,-0.23610906819868804,-1.8404342561679212,0.22649908828365228,-0.4827690741327479,-0.12902652908135226
-0.18738252584528256,0.8176337797024809,-0.23710124558972123,-1.8329216224528462,0.2271889995156925,-0.48232757728068704,-0.1295565120769569
-0.1846785060685581,0.8269895095384869,-0.23772247743218222,-1.8459223486599732,0.223482873830819,-0.48215139660514106,-0.12774784377301554
-0.18107457393649487,0.8367394429167923,-0.23281583552513585,-1.848053437308328,0.22669309864032972,-0.4812377647764167,-0.12878510201382198
-0.1878758547517245,0.8335467813993791,-0.24507578403412936,-1.8457515035984888,0.22768774284296672,-0.4851287600608188,-0.1304632650204522
-0.1819357623445654,0.8470585573935049,-0.23381793267950476,-1.8476635349896477,0.22503184418731334,-0.48354319130178186,-0.13084959538458532
-0.19116458868395314,0.8208619727758766,-0.2373317609802463,-1.8363677447487738,0.22723160104560644,-0.4819963672333756,-0.12985396686869405
-0.18687299379528807,0.8631730555668968,-0.23713250040164147,-1.8572111775453517,0.22436568805699184,-0.48377915854254755,-0.1301467537828538
-0.1917513112104077,0.806377740768128,-0.23635875598937806,-1.822559683309753,0.22772685057838982,-0.48030043678888595,-0.128735005182126
-0.1847532203272258,0.818900236047717,-0.236245576515327,-1.8342595742551946,0.22424300915188222,-0.48119992208578727,-0.12679408150485827
-0.19000491052107063,0.812304216904954,-0.2402679839781557,-1.8261022634944226,0.2249048900611287,-0.4830543965850202,-0.13071667297814807
-0.1863601308544763,0.8489178633177895,-0.23382139237297833,-1.857268239941063,0.22345310531840157,-0.4840369996173505,-0.12931660569687606
-0.18833748579219892,0.8349770339242332,-0.23290649341700817,-1.8554553804064946,0.2236600927814676,-0.4824102525975805,-0.12664846892293538
-0.18874632135279762,0.8577421963516297,-0.23879599819016373,-1.8542382334717271,0.2255480185572268,-0.4830651289234129,-0.128270270706723
-0.19213920764932169,0.8406877081797172,-0.2405053372816232,-1.8405650360158226,0.2235701603039161,-0.4805945042169758,-0.13074701801805222
-0.18760551193085254,0.7997130546151887,-0.2429081999408712,-1.832536278020807,0.22435827334805933,-0.4824174097601766,-0.12826892356610214
-0.1794032075616626,0.8486551889649796,-0.23229169867951968,-1.8583342944284886,0.22446408381796548,-0.4829161276760951,-0.126512191472013
-0.1892811499355858,0.8505428308991236,-0.248189781470655,-1.8459923547567614,0.22178714243848902,-0.4814489470912405,-0.13145088033668537
-0.18016687964451852,0.8469896800109339,-0.23043382317935707,-1.853064159388364,0.22644184042495435,-0.48570901072983663,-0.12730748575076345
-0.18877305188759272,0.8482292709384562,-0.2420580332770665,-1.8511100062931747,0.22413767106071245,-0.4828930920194432,-0.12902388828111452
-0.1913324011108344,0.831344152098059,-0.24335512125946238,-1.847737890223712,0.22200156480041716,-0.48369402998508704,-0.1305984494713885
-0.18229920710017672,0.8381974961335504,-0.23055754675076348,-1.8451349036893328,0.22583402904641917,-0.48378469712402633,-0.1285770557286105
-0.18250383269996048,0.8304062850508147,-0.2312343042607316,-1.834053597080022,0.22441226633155723,-0.48076484414763454,-0.1268778680795014
-0.1832973673765082,0.8445097187762481,-0.23697552734900576,-1.8582004687165667,0.22425463431994022,-0.48182134295867796,-0.1247152307829027
-0.18924723835963242,0.8538158777241227,-0.23675111086125405,-1.8518319006730453,0.22140147548272457,-0.48262729034468554,-0.12884445280849458
-0.18434817517692928,0.8341333284526705,-0.23106303610088264,-1.8443451009246903,0.2251687954608539,-0.48369788606156106,-0.1273466554320856
-0.19199628512297925,0.8283820616833889,-0.2384329568469634,-1.8401093761789191,0.22594653333333858,-0.4830839671687055,-0.12596020591664916
-0.18809734501555278,0.8391175650718407,-0.23687691885191928,-1.8422135210792285,0.2225740272083759,-0.4829689328528262,-0.12721559345314024
-0.18778412453385326,0.8202027198637452,-0.23457306210357726,-1.8346702708565996,0.22447523834085872,-0.48178060055119104,-0.12910752112435306
-0.18699093628988547,0.8468572129017431,-0.2407093541178359,-1.8618034675470225,0.22391162311373378,-0.4845919661158359,-0.1300373798584928
-0.1855080065989553,0.8025257119673779,-0.23163359925213697,-1.8287586724663165,0.22676438329517762,-0.48245021375630154,-0.13329275692957615
-0.18669377219458896,0.8161915035496828,-0.24100234848518184,-1.8329047462839534,0.22645122140274648,-0.48102203897642415,-0.1311804867884769
-0.19007801037861988,0.8562562723300922,-0.2378528535100331,-1.8553310264421305,0.2236060506934512,-0.48405219303373825,-0.1280054117438299
-0.18530544033937088,0.8204089227778267,-0.23509525176005647,-1.837006718462676,0.225333876601983,-0.4824263962373892,-0.13199621294011393
-0.19289496320883986,0.8208047069616533,-0.24584412279799223,-1.8419300221495547,0.22526963305737496,-0.4825603262234338,-0.13018333127352183
-0.18891272563890238,0.8113775654322755,-0.23901807605790384,-1.8264889285804784,0.22504855154249434,-0.4811826407794465,-0.12709567349543371
-0.18559564047456387,0.8211438498634731,-0.23226453179911669,-1.8394451495733455,0.22376518923818733,-0.48132177340530274,-0.13025517102611653
-0.18502730997321495,0.8292712567974662,-0.2421824926319278,-1.8324263379090266,0.2241908355866526,-0.4826218498081937,-0.13109656270343129
-0.18701308260406538,0.8294701166593145,-0.23759876502118527,-1.83645456817308,0.22589940577792703,-0.48129990412350787,-0.1315242800937982
-0.18929690654508732,0.8330285967617233,-0.23459945749345668,-1.842465421641706,0.22653167239915922,-0.4826099142862423,-0.1313557698437167
-0.1844363144618824,0.8202340943270149,-0.23195105726143392,-1.8308028955948024,0.22555006803399139,-0.48250146796751947,-0.1295455801526862
-0.18424261438496728,0.8433009378509189,-0.23206744442927474,-1.855540234039656,0.22597348348290505,-0.48347312031936585,-0.1282631167488302
-0.1850859248653678,0.8213712913068191,-0.23424802992714594,-1.8467509478577853,0.2271921305328698,-0.48196050482015657,-0.12942225164767845
-0.18778008383896935,0.8420818663609616,-0.231643143395299,-1.8477212691178808,0.22839149678817502,-0.4824854558817042,-0.1295441647831346
-0.1801339496549901,0.8551459328165159,-0.23092439630004172,-1.8477076961164112,0.22564597796390692,-0.48262855006440075,-0.12871899505187878
-0.19442941465186975,0.8299916497505613,-0.2404599227472983,-1.8424808185705062,0.2233915196107703,-0.48279485161617525,-0.1283078647326761
-0.18488375808581411,0.8092011145929019,-0.2337061629109956,-1.8277467373471126,0.2279180208175152,-0.48102068063808556,-0.12800813976147773
-0.1815239597585692,0.828599852923178,-0.22875168545427732,-1.8510020494246755,0.22489887002006717,-0.4820300023854122,-0.12996303669319745
-0.188279461375052,0.8338006617341741,-0.24127045762865185,-1.8364408287850895,0.22416932041724605,-0.4812070971421029,-0.13156906457428122
-0.18822753558076144,0.8085247198664649,-0.24102292765995922,-1.8348929655739525,0.22652794783069186,-0.48100786603362533,-0.13000352477714525
-0.19490423872645202,0.8229168069641294,-0.23771668806210688,-1.834826392690029,0.22642115660537077,-0.47950602810537585,-0.13056527623693726
-0.19032527614281283,0.841368415549424,-0.23241446863967385,-1.848365203881546,0.22573796314028813,-0.4814538372771181,-0.12904001662633327
-0.17943453678841018,0.8233968737190447,-0.22650671808143202,-1.8485475849719983,0.22474217376903236,-0.48082053060588664,-0.12924853493651942
-0.18910706380844863,0.8188972013674105,-0.24357532264025447,-1.8355380341942975,0.2259746888891607,-0.4803546676776167,-0.13015401915353103
-0.18420662222348527,0.8512349893062392,-0.23813969600906817,-1.8544904068038803,0.22444263909562098,-0.48059726434990374,-0.12900615673987864
-0.18192465197835767,0.8425373391870883,-0.2267470260636233,-1.8384524366409358,0.2249235814651815,-0.4806024197898133,-0.13088857317879848
-0.18982110569247757,0.8369925570301898,-0.22910510750967583,-1.8488178044833672,0.22410963830951597,-0.48179176937320034,-0.13307959650793175
-0.19207409437678263,0.8531725312093436,-0.23750134858960498,-1.858735405412249,0.22441318629708934,-0.48059818680757554,-0.13219303707313793
-0.18487940480023418,0.8452393725838081,-0.22207516567389785,-1.8499718373377039,0.22762164460620724,-0.48300491259026485,-0.12725312634666824
-0.18007151335026242,0.8423464128593573,-0.22529874642662523,-1.8494051482902638,0.22410092022096118,-0.4794228711717099,-0.1290080623084447
-0.18936732523944425,0.8382011074006928,-0.22631569086181136,-1.8400108010588982,0.22455085719475862,-0.48131001521135974,-0.12954589516336074
-0.19146472953805813,0.8353556991351699,-0.24150633212387182,-1.842269798936479,0.22457269036337396,-0.47847687093705904,-0.12699643453005174
